max_l1,l1,cl1,p1,b1,c1,d1,d1_std,d11,d11_std,d12,d12_std,drop1
1,5,3,20.0,0.4,1,0.14252376556396484,0.08430677928684956,0.2616767883300781,0.0,0.0829472541809082,0.003656148910522461,2
1,5,4,20.0,0.4,1,0.2173779010772705,0.08031415009294565,0.26371049880981445,0.0036939350680076735,0.07838010787963867,0.0,1
1,5,3,20.0,0.4,1,0.1402898629506429,0.08391539656288381,0.2589404582977295,0.0,0.08096456527709961,0.0020537376403808594,2
1,5,3,20.0,0.4,1,0.14220245679219565,0.08557336475613325,0.26314711570739746,0.0,0.08173012733459473,0.0036733150482177734,2
1,5,3,20.0,0.4,1,0.08240954081217448,0.0013691322939947065,0,0,0.08240954081217448,0.0013691322939947065,2
1,5,2,20.0,0.19999999999999996,1,0.08489596843719482,0.00037109851837158203,0,0,0.08489596843719482,0.00037109851837158203,3
1,5,3,20.0,0.19999999999999996,1,0.1434333324432373,0.07998679080124052,0.2565493583679199,0.0,0.086875319480896,0.0006352663040161133,2
1,5,2,20.0,0.19999999999999996,1,0.1720041036605835,0.08719456195831299,0.2591986656188965,0.0,0.08480954170227051,0.0,3
1,5,4,20.0,0.19999999999999996,1,0.1271371841430664,0.07590154195680068,0.25855517387390137,0.0,0.08333118756612141,0.0023517548404049936,1
1,5,2,20.0,0.19999999999999996,1,0.08267199993133545,0.002665877342224121,0,0,0.08267199993133545,0.002665877342224121,3
1,5,2,20.0,0,1,0.08294391632080078,0.0011484622955322266,0,0,0.08294391632080078,0.0011484622955322266,3
1,5,3,20.0,0,1,0.19934391975402832,0.08092480113019992,0.2565622329711914,0.0011954307556152344,0.08490729331970215,0.0,2
1,5,3,20.0,0,1,0.14440536499023438,0.08489174219217827,0.2644522190093994,0.0,0.08438193798065186,0.0012151002883911133,2
1,5,3,20.0,0,1,0.08363747596740723,0.0006297667194936858,0,0,0.08363747596740723,0.0006297667194936858,2
1,5,4,20.0,0,1,0.26107800006866455,0.10870092693234586,0.32012446721394855,0.04252741341666383,0.0839385986328125,0.0,1
1,5,5,40.0,1,1,0.20329666137695312,0.10606510829625447,0.2848978042602539,0.045836006896638457,0.08089494705200195,0.0016760826110839844,0
1,5,5,40.0,1,1,0.15175776481628417,0.08454718299209381,0.2552924156188965,0.0009648799896240234,0.0827346642812093,0.0016182003008836617,0
1,5,5,40.0,1,1,0.15285582542419435,0.08583469190074434,0.2579691410064697,0.0007500648498535156,0.08278028170267741,0.0015793210486187918,0
1,5,5,40.0,1,1,0.20555763244628905,0.10519292440809713,0.28654956817626953,0.045202960628026326,0.08406972885131836,0.0002562999725341797,0
1,5,5,40.0,1,1,0.15477800369262695,0.08691836400025996,0.26119673252105713,0.002839207649230957,0.08383218447367351,0.0016399509539761906,0
1,5,3,40.0,0.8,1,0.22889240582784018,0.11005660747068809,0.3017662763595581,0.04729568958282471,0.0831446647644043,0.0,2
1,5,4,40.0,0.8,1,0.08298683166503906,0.0020215843752788764,0,0,0.08298683166503906,0.0020215843752788764,1
1,4,2,40.0,0.8,1,0.21663570404052734,0.13234901428222656,0.3489847183227539,0.0,0.08428668975830078,0.0,2
1,6,3,40.0,0.8,1,0.2856889565785726,0.04382831843744201,0.2856889565785726,0.04382831843744201,0,0,3
1,5,3,40.0,0.8,1,0.1988544464111328,0.07895738943762881,0.2546825408935547,0.0010371208190917969,0.08719825744628906,0.0,2
1,5,3,40.0,0.6,1,0.19464914004007974,0.07978724594486267,0.25106608867645264,0.0006250143051147461,0.08181524276733398,0.0,2
1,5,3,40.0,0.6,1,0.17047675450642905,0.12604672416322596,0.34873104095458984,0.0,0.08134961128234863,0.0008497238159179688,2
1,5,4,40.0,0.6,1,0.08078688383102417,0.0019255478228693414,0,0,0.08078688383102417,0.0019255478228693414,1
1,5,3,40.0,0.6,1,0.14296181996663412,0.08391236188739899,0.2616240978240967,0.0,0.08363068103790283,0.0011724233627319336,2
1,5,3,40.0,0.6,1,0.17053659756978354,0.12581936475351255,0.34845805168151855,0.0,0.08157587051391602,0.0019328594207763672,2
1,5,3,40.0,0.4,1,0.172438383102417,0.12411339305206347,0.3479609489440918,0.0,0.08467710018157959,0.00027048587799072266,2
1,5,4,40.0,0.4,1,0.12281900644302368,0.07303806874713356,0.24926042556762695,0.0,0.08067186673482259,0.0026870875343996885,1
1,5,2,40.0,0.4,1,0.08229756355285645,0.0008931159973144531,0,0,0.08229756355285645,0.0008931159973144531,3
1,5,3,40.0,0.4,1,0.13890727361043295,0.07977472499678029,0.2517240047454834,0.0,0.08249890804290771,0.0005468130111694336,2
1,5,3,40.0,0.4,1,0.1397848924001058,0.08123908683170578,0.25467371940612793,0.0,0.08234047889709473,0.0003192424774169922,2
1,5,4,40.0,0.19999999999999996,1,0.12540191411972046,0.07343806560949913,0.2525959014892578,0.0,0.08300391832987468,0.0007111863119750618,1
1,5,2,40.0,0.19999999999999996,1,0.2993195056915283,0.04492306709289551,0.2993195056915283,0.04492306709289551,0,0,3
1,5,3,40.0,0.19999999999999996,1,0.08311581611633301,0.001178364879392787,0,0,0.08311581611633301,0.001178364879392787,2
1,5,3,40.0,0.19999999999999996,1,0.14013385772705078,0.07848407739889501,0.2511148452758789,0.0,0.08464336395263672,0.0014286041259765625,2
1,5,3,40.0,0.19999999999999996,1,0.13841867446899414,0.07914841442762874,0.2503480911254883,0.0,0.08245396614074707,0.0007493495941162109,2
1,5,3,40.0,0,1,0.22733640670776367,0.10717057225254578,0.2985032796859741,0.045101284980773926,0.08500266075134277,0.0,2
1,5,3,40.0,0,1,0.08114329973856609,0.0009052246673598959,0,0,0.08114329973856609,0.0009052246673598959,2
1,5,3,40.0,0,1,0.08107352256774902,0.0003017505888023799,0,0,0.08107352256774902,0.0003017505888023799,2
1,5,4,40.0,0,1,0.12480735778808594,0.07290824637726319,0.25103116035461426,0.0,0.08273275693257649,0.002528841198758593,1
1,5,3,40.0,0,1,0.13592219352722168,0.0791077213924871,0.247788667678833,0.0,0.07998895645141602,0.001210927963256836,2
1,6,6,60.0,1,1,0.23915771643320718,0.07799941176808356,0.2706742763519287,0.03661869179446856,0.08157491683959961,0.0,0
1,5,5,60.0,1,1,0.21769022941589355,0.06634313217432523,0.2508396506309509,0.0027098614186902964,0.08509254455566406,0.0,0
1,5,5,60.0,1,1,0.2156538486480713,0.0668401339098325,0.24903643131256104,0.0035383964726934244,0.0821235179901123,0.0,0
1,4,4,60.0,1,1,0.2296304702758789,0.09405368245937122,0.2793565591176351,0.043635512291000586,0.08045220375061035,0.0,0
1,6,6,60.0,1,1,0.20971854527791342,0.09458666865360355,0.27219194173812866,0.041359425003506235,0.08477175235748291,0.0010761022567749023,0
1,5,4,60.0,0.8,1,0.2558974027633667,0.10521004867891304,0.31315263112386066,0.040573732375882604,0.08413171768188477,0.0,1
1,5,2,60.0,0.8,1,0.16924655437469482,0.08599841594696045,0.2552449703216553,0.0,0.08324813842773438,0.0,3
1,5,3,60.0,0.8,1,0.25593288739522296,0.12265315963844604,0.3426542282104492,0.0019807815551757812,0.08249020576477051,0.0,2
1,5,4,60.0,0.8,1,0.16482198238372803,0.08218613266187862,0.24700427055358887,0.0009469985961914062,0.08263969421386719,0.0006058216094970703,1
1,5,4,60.0,0.8,1,0.12470805644989014,0.07220041904991502,0.24975872039794922,0.0,0.08302450180053711,0.0006775705292000901,1
1,6,4,60.0,0.6,1,0.18831485509872437,0.10946771968045263,0.29309701919555664,0.04474520683288574,0.08353269100189209,0.0023719072341918945,2
1,5,2,60.0,0.6,1,0.1668534278869629,0.08318138122558594,0.25003480911254883,0.0,0.08367204666137695,0.0,3
1,4,2,60.0,0.6,1,0.16337311267852783,0.08048450946807861,0.24385762214660645,0.0,0.08288860321044922,0.0,2
1,5,3,60.0,0.6,1,0.30867791175842285,0.043706086132420906,0.30867791175842285,0.043706086132420906,0,0,2
1,5,3,60.0,0.6,1,0.2218755086263021,0.1066810150630176,0.29274988174438477,0.04474067687988281,0.08012676239013672,0.0,2
1,5,4,60.0,0.4,1,0.14699357748031616,0.1104484743773805,0.33829545974731445,0.0,0.08322628339131673,0.0002877637736126509,1
1,5,2,60.0,0.4,1,0.3372032642364502,1.3113021850585938e-05,0.3372032642364502,1.3113021850585938e-05,0,0,3
1,5,3,60.0,0.4,1,0.16648022333780924,0.1208934527222518,0.3374350070953369,0.0,0.08100283145904541,0.0019201040267944336,2
1,5,3,60.0,0.4,1,0.22066839536031088,0.10527730211774261,0.2902545928955078,0.0458066463470459,0.08149600028991699,0.0,2
1,5,3,60.0,0.4,1,0.0833590825398763,0.0002992596304283463,0,0,0.0833590825398763,0.0002992596304283463,2
1,5,3,60.0,0.19999999999999996,1,0.2760488986968994,0.044334639388257796,0.2760488986968994,0.044334639388257796,0,0,2
1,5,3,60.0,0.19999999999999996,1,0.16761906941731772,0.11810832410877387,0.3346230983734131,0.0,0.08411705493927002,0.002570033073425293,2
1,5,4,60.0,0.19999999999999996,1,0.22662174701690674,0.09101115813360755,0.2745269139607747,0.043178943094382326,0.08290624618530273,0.0,1
1,5,3,60.0,0.19999999999999996,1,0.21867084503173828,0.10716379328191905,0.2895033359527588,0.0466303825378418,0.07700586318969727,0.0,2
1,5,3,60.0,0.19999999999999996,1,0.27188483874003094,0.043870180271121086,0.27188483874003094,0.043870180271121086,0,0,2
1,5,4,60.0,0,1,0.1460629105567932,0.1098850384742525,0.3363823890686035,0.0,0.08262308438618977,0.0010875334899444443,1
1,5,3,60.0,0,1,0.1661386489868164,0.1191590418788783,0.3346521854400635,0.0,0.08188188076019287,0.0008407831192016602,2
1,5,3,60.0,0,1,0.13549280166625977,0.0765954656856428,0.2437756061553955,0.0,0.0813513994216919,0.00253450870513916,2
1,5,3,60.0,0,1,0.2517067591349284,0.11877572224451101,0.3356790542602539,0.002732992172241211,0.08376216888427734,0.0,2
1,5,2,60.0,0,1,0.2917848825454712,0.04880869388580322,0.2917848825454712,0.04880869388580322,0,0,3
1,4,4,80.0,1,1,0.24794858694076538,0.10247561969010258,0.3023722966512044,0.046410230121272864,0.08467745780944824,0.0,0
1,5,5,80.0,1,1,0.2584343433380127,0.04006750909668876,0.2584343433380127,0.04006750909668876,0,0,0
1,5,5,80.0,1,1,0.265898323059082,0.09753268062611095,0.31119459867477417,0.04039822786187491,0.08471322059631348,0.0,0
1,5,5,80.0,1,1,0.27902703285217284,0.04548980746833975,0.27902703285217284,0.04548980746833975,0,0,0
1,5,5,80.0,1,1,0.31435933113098147,0.03695859302311048,0.31435933113098147,0.03695859302311048,0,0,0
1,5,2,80.0,0.8,1,0.2838677167892456,0.04857003688812256,0.2838677167892456,0.04857003688812256,0,0,3
1,5,3,80.0,0.8,1,0.21915356318155924,0.1047416176262009,0.28789031505584717,0.047770142555236816,0.0816800594329834,0.0,2
1,5,4,80.0,0.8,1,0.2237304449081421,0.09051174832144669,0.27120256423950195,0.04368936167645842,0.0813140869140625,0.0,1
1,5,3,80.0,0.8,1,0.1660139560699463,0.11789877075610684,0.3327369689941406,0.0,0.08265244960784912,0.0016607046127319336,2
1,5,3,80.0,0.8,1,0.21840008099873862,0.09948842243064132,0.2831629514694214,0.047583937644958496,0.08887434005737305,0.0,2
1,5,3,80.0,0.6,1,0.269020954767863,0.04336837773460895,0.269020954767863,0.04336837773460895,0,0,2
1,5,3,80.0,0.6,1,0.08183924357096355,0.0009331570459594861,0,0,0.08183924357096355,0.0009331570459594861,2
1,5,3,80.0,0.6,1,0.3292043209075928,0.0012526712717309955,0.3292043209075928,0.0012526712717309955,0,0,2
1,5,2,80.0,0.6,1,0.3324791193008423,0.001757502555847168,0.3324791193008423,0.001757502555847168,0,0,3
1,5,3,80.0,0.6,1,0.23772231737772623,0.001428224554625542,0.23772231737772623,0.001428224554625542,0,0,2
1,5,3,80.0,0.4,1,0.29876359303792316,0.042501485468340615,0.29876359303792316,0.042501485468340615,0,0,2
1,5,3,80.0,0.4,1,0.2968313694000244,0.045518794226769355,0.2968313694000244,0.045518794226769355,0,0,2
1,5,3,80.0,0.4,1,0.3313179810841878,0.0026096264002259373,0.3313179810841878,0.0026096264002259373,0,0,2
1,5,3,80.0,0.4,1,0.21721887588500977,0.10095850034637512,0.2832057476043701,0.04718184471130371,0.08524513244628906,0.0,2
1,5,3,80.0,0.4,1,0.23418315251668295,0.0015857622233138157,0.23418315251668295,0.0015857622233138157,0,0,2
1,5,4,80.0,0.19999999999999996,1,0.2680848240852356,0.10812427456514413,0.3305090268452962,0.0008290392440990804,0.08081221580505371,0.0,1
1,5,3,80.0,0.19999999999999996,1,0.2380539576212565,0.002961812183580987,0.2380539576212565,0.002961812183580987,0,0,2
1,5,4,80.0,0.19999999999999996,1,0.2669674754142761,0.10538030726606254,0.3278070290883382,0.0009347268495888787,0.08444881439208984,0.0,1
1,5,2,80.0,0.19999999999999996,1,0.08123993873596191,0.000316619873046875,0,0,0.08123993873596191,0.000316619873046875,3
1,5,3,80.0,0.19999999999999996,1,0.2168111801147461,0.10189228420839534,0.28328752517700195,0.04812216758728027,0.08385848999023438,0.0,2
1,6,3,80.0,0,1,0.2959294319152832,0.04444499268468593,0.2959294319152832,0.04444499268468593,0,0,3
1,5,3,80.0,0,1,0.16483163833618164,0.11467185037466976,0.32700109481811523,0.0,0.08374691009521484,0.0005004405975341797,2
1,4,2,80.0,0,1,0.20489919185638428,0.12119066715240479,0.32608985900878906,0.0,0.08370852470397949,0.0,2
1,5,4,80.0,0,1,0.21997809410095215,0.08741547451065484,0.2653814156850179,0.04407690780631316,0.08376812934875488,0.0,1
1,6,3,80.0,0,1,0.2132887045542399,0.10127967505668928,0.27977240085601807,0.046109795570373535,0.0803213119506836,0.0,3
1,5,5,100,1,1,0.23279275894165039,0.00159437467711924,0.23279275894165039,0.00159437467711924,0,0,0
1,5,5,100,1,1,0.26883397102355955,0.047685233830750795,0.26883397102355955,0.047685233830750795,0,0,0
1,5,5,100,1,1,0.3074226379394531,0.03847291210509802,0.3074226379394531,0.03847291210509802,0,0,0
1,5,5,100,1,1,0.32681617736816404,0.0013776458429920042,0.32681617736816404,0.0013776458429920042,0,0,0
1,5,5,100,1,1,0.28656482696533203,0.04682794340989469,0.28656482696533203,0.04682794340989469,0,0,0
1,5,2,100,0.8,1,0.32452452182769775,0.0005708932876586914,0.32452452182769775,0.0005708932876586914,0,0,3
1,5,3,100,0.8,1,0.2636409600575765,0.04441744024509205,0.2636409600575765,0.04441744024509205,0,0,2
1,5,3,100,0.8,1,0.23195513089497885,0.0009725459311124192,0.23195513089497885,0.0009725459311124192,0,0,2
1,5,3,100,0.8,1,0.26173098882039386,0.0436292030784564,0.26173098882039386,0.0436292030784564,0,0,2
1,5,3,100,0.8,1,0.22760677337646484,0.0026340428150764686,0.22760677337646484,0.0026340428150764686,0,0,2
1,5,3,100,0.6,1,0.2599003314971924,0.045064603482274035,0.2599003314971924,0.045064603482274035,0,0,2
1,5,3,100,0.6,1,0.29286829630533856,0.04361918127326194,0.29286829630533856,0.04361918127326194,0,0,2
1,5,3,100,0.6,1,0.3221331437428792,0.0005623018269513265,0.3221331437428792,0.0005623018269513265,0,0,2
1,5,3,100,0.6,1,0.22813542683919272,0.0015764424473943225,0.22813542683919272,0.0015764424473943225,0,0,2
1,5,5,100,0.6,1,0.22970061302185057,0.0016002711394305076,0.22970061302185057,0.0016002711394305076,0,0,0
1,4,3,100,0.4,1,0.3222297827402751,0.0014474912387205088,0.3222297827402751,0.0014474912387205088,0,0,1
1,5,3,100,0.4,1,0.22753413518269858,0.0016425489133439428,0.22753413518269858,0.0016425489133439428,0,0,2
1,5,3,100,0.4,1,0.28958574930826825,0.04536638582702409,0.28958574930826825,0.04536638582702409,0,0,2
1,5,3,100,0.4,1,0.2884022394816081,0.045334368079231586,0.2884022394816081,0.045334368079231586,0,0,2
1,5,4,100,0.4,1,0.29702967405319214,0.03996973161778265,0.29702967405319214,0.03996973161778265,0,0,1
1,5,2,100,0.19999999999999996,1,0.27458691596984863,0.05020546913146973,0.27458691596984863,0.05020546913146973,0,0,3
1,5,3,100,0.19999999999999996,1,0.2899290720621745,0.04392158621206464,0.2899290720621745,0.04392158621206464,0,0,2
1,5,3,100,0.19999999999999996,1,0.25495243072509766,0.04451489813308914,0.25495243072509766,0.04451489813308914,0,0,2
1,5,3,100,0.19999999999999996,1,0.2566687266031901,0.043478699872902135,0.2566687266031901,0.043478699872902135,0,0,2
1,5,3,100,0.19999999999999996,1,0.31999389330546063,0.0017301071329992239,0.31999389330546063,0.0017301071329992239,0,0,2
1,5,4,100,0,1,0.27207595109939575,0.0462688266722135,0.27207595109939575,0.0462688266722135,0,0,1
1,5,3,100,0,1,0.25674835840861004,0.04487142827092223,0.25674835840861004,0.04487142827092223,0,0,2
1,5,3,100,0,1,0.29027708371480304,0.04123898070864948,0.29027708371480304,0.04123898070864948,0,0,2
1,5,4,100,0,1,0.2946367859840393,0.04314628541540789,0.2946367859840393,0.04314628541540789,0,0,1
1,5,4,100,0,1,0.2952079176902771,0.039560042625117586,0.2952079176902771,0.039560042625117586,0,0,1
1,5,5,0,1,2,0.08385701179504394,0.003036119261193685,0,0,0.08385701179504394,0.003036119261193685,0
1,5,5,0,1,2,0.082619047164917,0.0012219644489679495,0,0,0.082619047164917,0.0012219644489679495,0
1,5,5,0,1,2,0.08401694297790527,0.0034382530081881525,0,0,0.08401694297790527,0.0034382530081881525,0
1,5,5,0,1,2,0.08332586288452148,0.0015184101961399376,0,0,0.08332586288452148,0.0015184101961399376,0
1,5,5,0,1,2,0.08232240676879883,0.0016256193018643278,0,0,0.08232240676879883,0.0016256193018643278,0
1,5,3,0,0.8,2,0.08414856592814128,0.00060648064224473,0,0,0.08414856592814128,0.00060648064224473,2
1,6,4,0,0.8,2,0.08158451318740845,0.0021611183413220844,0,0,0.08158451318740845,0.0021611183413220844,2
1,5,3,0,0.8,2,0.08495577176411946,0.0012654666660030568,0,0,0.08495577176411946,0.0012654666660030568,2
1,5,3,0,0.8,2,0.08300153414408366,0.0006444572631971317,0,0,0.08300153414408366,0.0006444572631971317,2
1,5,2,0,0.8,2,0.08305096626281738,0.003116607666015625,0,0,0.08305096626281738,0.003116607666015625,3
1,5,3,0,0.6,2,0.08082874615987141,0.0021260361939126624,0,0,0.08082874615987141,0.0021260361939126624,2
1,5,4,0,0.6,2,0.08405697345733643,0.0013415599738334553,0,0,0.08405697345733643,0.0013415599738334553,1
1,5,4,0,0.6,2,0.08295220136642456,0.0017212562185996434,0,0,0.08295220136642456,0.0017212562185996434,1
1,5,3,0,0.6,2,0.08577704429626465,0.0011325265476376978,0,0,0.08577704429626465,0.0011325265476376978,2
1,5,3,0,0.6,2,0.0818490982055664,0.0012960827517153896,0,0,0.0818490982055664,0.0012960827517153896,2
1,5,3,0,0.4,2,0.08434073130289714,0.000868548255952191,0,0,0.08434073130289714,0.000868548255952191,2
1,5,3,0,0.4,2,0.08400527636210124,0.001600903625331287,0,0,0.08400527636210124,0.001600903625331287,2
1,5,3,0,0.4,2,0.08316493034362793,0.002776602798157289,0,0,0.08316493034362793,0.002776602798157289,2
1,5,3,0,0.4,2,0.08082262674967448,0.0014488222173067715,0,0,0.08082262674967448,0.0014488222173067715,2
1,5,4,0,0.4,2,0.08248674869537354,0.001131188883232541,0,0,0.08248674869537354,0.001131188883232541,1
1,5,3,0,0.19999999999999996,2,0.08213146527608235,0.002157656275383354,0,0,0.08213146527608235,0.002157656275383354,2
1,5,4,0,0.19999999999999996,2,0.08347725868225098,0.0023748838701633584,0,0,0.08347725868225098,0.0023748838701633584,1
1,5,4,0,0.19999999999999996,2,0.08297276496887207,0.0016558856122567414,0,0,0.08297276496887207,0.0016558856122567414,1
1,5,4,0,0.19999999999999996,2,0.08202368021011353,0.0020182088598323096,0,0,0.08202368021011353,0.0020182088598323096,1
1,5,3,0,0.19999999999999996,2,0.0834507942199707,0.0026309752459386395,0,0,0.0834507942199707,0.0026309752459386395,2
1,5,4,0,0,2,0.08284926414489746,0.0008513551062502836,0,0,0.08284926414489746,0.0008513551062502836,1
1,5,3,0,0,2,0.08254138628641765,0.0023744187595526028,0,0,0.08254138628641765,0.0023744187595526028,2
1,5,3,0,0,2,0.0801553726196289,0.0013945300998735384,0,0,0.0801553726196289,0.0013945300998735384,2
1,5,4,0,0,2,0.08389031887054443,0.0005927015506122558,0,0,0.08389031887054443,0.0005927015506122558,1
1,5,3,0,0,2,0.08078996340433757,0.00013183280300654656,0,0,0.08078996340433757,0.00013183280300654656,2
1,5,5,20.0,1,2,0.1578969955444336,0.09063195657757432,0.2688922882080078,1.6689300537109375e-05,0.08390013376871745,0.0011889159520025799,0
1,5,5,20.0,1,2,0.08176088333129883,0.0016438198728916098,0,0,0.08176088333129883,0.0016438198728916098,0
1,5,5,20.0,1,2,0.10777859687805176,0.05336405455809442,0.21448278427124023,0.0,0.08110255002975464,0.0012631394762194132,0
1,5,5,20.0,1,2,0.08201766014099121,0.0017944520401776923,0,0,0.08201766014099121,0.0017944520401776923,0
1,5,5,20.0,1,2,0.08165569305419922,0.0029690172068467455,0,0,0.08165569305419922,0.0029690172068467455,0
1,5,2,20.0,0.8,2,0.08080887794494629,0.0008153915405273438,0,0,0.08080887794494629,0.0008153915405273438,3
1,5,4,20.0,0.8,2,0.24176675081253052,0.10065891752430024,0.2952415148417155,0.045512877492461155,0.08134245872497559,0.0,1
1,5,3,20.0,0.8,2,0.12515679995218912,0.06122641580191131,0.21173930168151855,0.0,0.08186554908752441,0.0007834434509277344,2
1,5,3,20.0,0.8,2,0.20454939206441244,0.08584648711943957,0.2652519941329956,0.00010645389556884766,0.0831441879272461,0.0,2
1,5,3,20.0,0.8,2,0.12730232874552408,0.06139738142532393,0.21401286125183105,0.0,0.0839470624923706,0.003926873207092285,2
1,5,4,20.0,0.6,2,0.1267961859703064,0.07721424489209883,0.26050305366516113,0.0,0.08222723007202148,0.001954183432950042,1
1,4,3,20.0,0.6,2,0.08256967862447102,0.001733766643484859,0,0,0.08256967862447102,0.001733766643484859,1
1,5,3,20.0,0.6,2,0.2769598166147868,0.06188008383312304,0.2769598166147868,0.06188008383312304,0,0,2
1,5,4,20.0,0.6,2,0.11339700222015381,0.05758018592067255,0.21310973167419434,0.0,0.08015942573547363,0.0013004301515646096,1
